query_id,texte,langue,intention,faq_target_id,source,score
Q_047_FR,Le vaccin Penta est-il sûr,fra,SECURITE_VACCIN,FAQ_002,seed_curated,1.0
Q_048_FR,Les vaccins contiennent-ils des produits toxiques,fra,SECURITE_VACCIN,FAQ_002,seed_curated,1.0
Q_049_FR,Est-ce que le vaccin contient du mercure,fra,SECURITE_VACCIN,FAQ_002,seed_curated,1.0
Q_050_FR,Est-ce que le vaccin peut donner une forte fièvre,fra,SECURITE_VACCIN,FAQ_002,seed_curated,1.0
Q_051_FR,"J'ai peur de faire vacciner mon enfant, est-ce que c'est sûr",fra,SECURITE_VACCIN,FAQ_002,seed_curated,1.0
Q_052_FR,Les aiguilles utilisées pour vacciner sont-elles propres,fra,SECURITE_VACCIN,FAQ_002,seed_curated,1.0
Q_053_FR,Le vaccin peut-il causer des malformations chez l'enfant,fra,SECURITE_VACCIN,FAQ_002,seed_curated,1.0
Q_054_FR,Est-ce que le vaccin est sûr pour un enfant malnutri,fra,SECURITE_VACCIN,FAQ_002,seed_curated,1.0
Q_055_FR,Est-ce que le vaccin peut donner le sida,fra,SECURITE_VACCIN,FAQ_002,seed_curated,1.0
Q_056_FR,Est-ce que les vaccins contiennent des microbes vivants,fra,SECURITE_VACCIN,FAQ_002,seed_curated,1.0
Q_057_FR,Le vaccin est-il sûr si mon bébé a la diarrhée,fra,SECURITE_VACCIN,FAQ_002,seed_curated,1.0
Q_058_FR,Le vaccin peut-il causer la mort,fra,SECURITE_VACCIN,FAQ_002,seed_curated,1.0
Q_059_FR,Pourquoi certains enfants tombent-ils malades après le vaccin,fra,SECURITE_VACCIN,FAQ_002,seed_curated,1.0
Q_060_FR,Est-ce que les vaccins sont bien conservés au froid,fra,SECURITE_VACCIN,FAQ_002,seed_curated,1.0
Q_061_FR,Quand commence le calendrier vaccinal de l'enfant,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_062_FR,"Mon bébé est né hier, quand faut-il le vacciner",fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_063_FR,Quels vaccins faut-il faire avant l'âge d'un an,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_064_FR,À partir de quel âge un enfant est-il complètement vacciné,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_065_FR,"À dix semaines, quels vaccins faut-il faire",fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_066_FR,Quand revient-on après le BCG,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_067_FR,Le carnet de vaccination indique quelle prochaine date,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_068_FR,Combien de fois mon enfant doit-il être vacciné,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_069_FR,Quels vaccins mon enfant doit-il recevoir avant son premier anniversaire,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_070_FR,Quel vaccin doit-on faire à quatorze semaines,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_071_FR,"Quinze jours plus tard, l'enfant étant guérie la mère demande quelles vaccinations vous recommandez au cours des 6 mois à venir. Quelle est votre réponse",fra,CALENDRIER_RDV,FAQ_003,mediqal_oeq,0.9747929573059082
Q_072_FR,À quel âge mon bébé doit-il recevoir le premier vaccin,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_073_FR,Quand mon enfant doit-il recevoir le vaccin contre la rougeole,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_074_FR,À quel âge le vaccin de la polio est-il donné,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_075_FR,Combien de doses de Penta faut-il,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_076_FR,À quel âge se fait le vaccin contre la fièvre jaune,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_077_FR,Quelles sont les dates des séances de vaccination,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_078_FR,"À neuf mois, quel vaccin faut-il donner",fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_079_FR,Quel est le calendrier de vaccination des enfants au Congo,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_080_FR,Quand faut-il donner le BCG,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_081_FR,Quand se termine le calendrier vaccinal de l'enfant,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_082_FR,À quel âge donne-t-on le vaccin Penta,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_083_FR,"Mon enfant de cinq mois, quels vaccins lui donner",fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_084_FR,À quel âge le vaccin Rota est-il donné,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_085_FR,Quel âge pour le vaccin antitétanique de l'enfant,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_086_FR,Quand faire le vaccin contre le pneumocoque,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_087_FR,Quand donner la deuxième dose de rougeole,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_088_FR,Quel est le programme élargi de vaccination des enfants,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_089_FR,Quand a lieu le prochain rendez-vous de vaccination,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_090_FR,Quels vaccins à deux mois,fra,CALENDRIER_RDV,FAQ_003,seed_curated,1.0
Q_091_FR,Peut-on rattraper deux vaccins en même temps,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_092_FR,"Mon enfant a raté le vaccin de la fièvre jaune, que faire",fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_093_FR,Comment reprendre le calendrier après une interruption,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_094_FR,"Mon enfant a raté sa vaccination à cause de la maladie, que faire",fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_095_FR,"Mon enfant de deux ans n'a jamais été vacciné, peut-on commencer",fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_096_FR,Que faire si l'enfant a dépassé l'âge du vaccin BCG,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_097_FR,Est-ce grave si l'enfant a deux semaines de retard,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_098_FR,"Le centre était fermé, mon enfant a raté sa séance, que faire",fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_099_FR,"Mon enfant a raté le BCG, jusqu'à quel âge peut-on le faire",fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_100_FR,Quel est le délai pour rattraper un vaccin manqué,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_101_FR,"Mon enfant a raté un rendez-vous de vaccination, que faire",fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_102_FR,Est-ce qu'on peut encore vacciner un enfant en retard,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_103_FR,"Mon enfant a manqué la polio, peut-on la rattraper",fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_104_FR,Quel est l'âge limite pour rattraper le vaccin contre la rougeole,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_105_FR,"Mon bébé a raté le Penta 2, que faire",fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_106_FR,Faut-il recommencer la vaccination depuis le début,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_107_FR,Que faire si j'ai perdu le carnet de vaccination,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_108_FR,"J'ai oublié le vaccin de neuf mois, est-ce trop tard",fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_109_FR,"Mon enfant n'a pas été vacciné à la naissance, que faire",fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_110_FR,Quel est le programme de rattrapage recommandé,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_111_FR,Comment rattraper les vaccins en retard,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_112_FR,"Mon enfant de dix-huit mois n'a reçu qu'un seul vaccin, que faire",fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_113_FR,"Mon enfant a raté le Rota, peut-on le donner plus tard",fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_114_FR,Est-ce que je peux rattraper les vaccins le même mois,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_115_FR,Comment rattraper le vaccin Penta 3,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_116_FR,"J'ai déménagé, comment continuer la vaccination de mon enfant",fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_117_FR,Est-ce que le retard annule les vaccins déjà reçus,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_118_FR,"Nous étions en voyage, l'enfant a raté ses vaccins",fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_119_FR,Peut-on rattraper les vaccins à l'école,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_120_FR,Comment rattraper les vaccins si le carnet est incomplet,fra,RETARD_RATTRAPAGE,FAQ_004,seed_curated,1.0
Q_121_FR,Que faire contre la douleur au point d'injection,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_122_FR,Mon enfant a une petite boule sous la peau après le vaccin,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_123_FR,Peut-on mettre une compresse sur le point d'injection,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_124_FR,"Mon bébé a des convulsions après le vaccin, que faire",fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_125_FR,Est-ce normal que mon bébé refuse de manger après le vaccin,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_126_FR,Est-ce normal que l'enfant ait moins d'appétit après le vaccin,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_127_FR,Comment calmer les pleurs de mon bébé après le vaccin,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_128_FR,Mon enfant a une éruption cutanée après le vaccin contre la rougeole,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_129_FR,"Mon bébé a de la fièvre deux jours après le vaccin, est-ce normal",fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_130_FR,"Mon enfant vomit après le vaccin, que faire",fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_131_FR,"Mon bébé a de la fièvre après le vaccin, est-ce normal",fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_132_FR,"Mon enfant a une boule au point d'injection, est-ce normal",fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_133_FR,"Mon enfant est irritable après le vaccin, est-ce normal",fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_134_FR,"Après la vaccination, mon enfant a de la fièvre à 38, que faire",fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_135_FR,Combien de temps dure la fièvre après le vaccin,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_136_FR,"Après le BCG, une plaie apparaît, est-ce normal",fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_137_FR,Quel médicament donner contre la fièvre après le vaccin,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_138_FR,Le bras de mon enfant est gonflé après le vaccin,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_139_FR,"Mon enfant pleure beaucoup après le vaccin, que faire",fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_140_FR,"Mon enfant a une forte fièvre le soir du vaccin, que faire",fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_141_FR,Que faire si mon bébé a de la fièvre après le vaccin,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_142_FR,Le vaccin fait-il mal au bébé,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_143_FR,Combien de jours durent les effets du vaccin,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_144_FR,Quand faut-il s'inquiéter des effets du vaccin,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_145_FR,"Mon enfant a la tête chaude après le vaccin, que faire",fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_146_FR,Le vaccin Penta donne-t-il de la fièvre,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_147_FR,"Après le vaccin rougeole, la fièvre arrive après combien de jours",fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_148_FR,"Mon bébé a la diarrhée après le vaccin Rota, que faire",fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_149_FR,Est-ce que la fièvre après le vaccin est dangereuse,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_150_FR,Peut-on donner du paracétamol avant le vaccin pour éviter la fièvre,fra,EFFET_SECONDAIRE,FAQ_005,seed_curated,1.0
Q_151_FR,On dit que le vaccin est fait avec du sang de serpent,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_152_FR,On raconte que le vaccin fait grossir le ventre,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_153_FR,Est-ce que le vaccin fait naître des enfants malformés,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_154_FR,Ma famille dit que les vaccins tuent plus qu'ils ne protègent,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_155_FR,On dit que les enfants vaccinés meurent plus tard,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_156_FR,Est-ce vrai que le vaccin contient des organes d'animaux,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_157_FR,On dit que le vaccin provoque des avortements,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_158_FR,Ma voisine dit qu'il ne faut pas vacciner les filles,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_159_FR,"On dit que le vaccin fait mourir les bébés dans leur sommeil, est-ce vrai",fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_160_FR,Le vaccin est-il lié à la sorcellerie,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_161_FR,"On dit que le vaccin rend les enfants stériles, est-ce vrai",fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_162_FR,On raconte que le vaccin donne le cancer,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_163_FR,Le pasteur a dit que le vaccin est la marque du diable,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_164_FR,On dit que le vaccin contient la maladie elle-même pour tuer,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_165_FR,Est-ce vrai que le vaccin est un complot des Blancs,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_166_FR,On raconte que le vaccin stérilise les enfants dans le ventre,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_167_FR,Est-ce vrai que le vaccin fait pousser des cornes aux enfants,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_168_FR,J'ai entendu que le vaccin empoisonne les enfants,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_169_FR,On dit que les vaccins sont faits pour réduire la population,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_170_FR,On dit que le vaccin est réservé aux enfants pauvres,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_171_FR,Ma belle-mère dit que le vaccin attire les mauvais esprits,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_172_FR,Est-ce vrai que le vaccin donne la tuberculose,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_173_FR,"On dit que le vaccin est inutile, que c'est du business",fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_174_FR,Est-ce vrai que le vaccin rend les gens malades pour les tuer,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_175_FR,J'ai entendu que le vaccin donne le paludisme,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_176_FR,Est-ce vrai que les infirmières donnent du poison dans le vaccin,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_177_FR,On raconte que le vaccin empêche les femmes d'accoucher,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_178_FR,"On dit que le vaccin rend la femme stérile, est-ce vrai",fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_179_FR,Est-ce que le vaccin rend les enfants stupides,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_180_FR,Est-ce vrai que les vaccins rendent les enfants obéissants comme des robots,fra,RUMEUR_CROYANCE,FAQ_006,seed_curated,1.0
Q_181_FR,Quel centre de santé vaccine les enfants dans mon quartier,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_182_FR,Quels sont les jours de vaccination de masse,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_183_FR,Où faire vacciner mon enfant à Talangaï,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_184_FR,Quelle est l'adresse du centre de vaccination de Ouenzé,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_185_FR,Où acheter le carnet de vaccination,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_186_FR,Où se procurer les vaccins du programme élargi,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_187_FR,Est-ce que je peux vacciner mon enfant à la PMI,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_188_FR,Est-ce que la vaccination est payante,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_189_FR,Est-ce que les centres de santé ouvrent le dimanche pour la vaccination,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_190_FR,Est-ce que le vaccin est disponible au dispensaire,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_191_FR,Où puis-je faire vacciner mon enfant,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_192_FR,Où faire le vaccin à Brazzaville,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_193_FR,Faut-il prendre rendez-vous pour la vaccination,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_194_FR,Où se trouve le centre de santé intégré le plus proche,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_195_FR,Est-ce que je peux vacciner mon enfant à Pointe-Noire,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_196_FR,Où faire le BCG à la naissance,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_197_FR,Y a-t-il des séances de vaccination le samedi,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_198_FR,Où se trouve le centre de vaccination le plus proche,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_199_FR,Est-ce que la vaccination est gratuite,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_200_FR,Où faire le rappel de vaccination de mon enfant,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_201_FR,Quels sont les horaires de vaccination au centre de santé,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_202_FR,Y a-t-il une campagne de vaccination en ce moment,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_203_FR,Combien coûte le carnet de vaccination,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_204_FR,Est-ce que la vaccination est accessible aux personnes déplacées,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_205_FR,Le vaccin est-il disponible dans les villages,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_206_FR,La vaccination est-elle gratuite au Congo,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_207_FR,Est-ce que les équipes passent dans les quartiers pour vacciner,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_208_FR,Quels papiers faut-il pour vacciner mon enfant,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_209_FR,Où faire le vaccin contre la rougeole,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_210_FR,Où se procurer un nouveau carnet de vaccination si on l'a perdu,fra,LOCALISATION_ACCES,FAQ_007,seed_curated,1.0
Q_211_FR,Mon enfant a une plaie qui s'infecte,fra,HORS_DOMAINE_CLINIQUE,FAQ_008,seed_curated,1.0
Q_212_FR,Mon enfant a une toux qui ne s'arrête pas,fra,HORS_DOMAINE_CLINIQUE,FAQ_008,seed_curated,1.0
Q_213_FR,"Mon enfant a une crise d'asthme, que faire",fra,HORS_DOMAINE_CLINIQUE,FAQ_008,seed_curated,1.0
Q_214_FR,Mon bébé a très chaud et transpire beaucoup,fra,HORS_DOMAINE_CLINIQUE,FAQ_008,seed_curated,1.0
Q_215_FR,"Mon bébé a les yeux jaunes, que faire",fra,HORS_DOMAINE_CLINIQUE,FAQ_008,seed_curated,1.0
